edades,meses_antiguedad,sexo,Región,Estado,beneficio,cargo,planes,sms cantidad,llamada minutos,datos_gb,Facebook,Instagram,TikTok,WhatsApp,YouTube,X,Netflix,Spotify,Uber,prob_abandono_personal
17,0,Hombre,R1,Baja California Sur,Prepago,353,Plan amigo,7,64,5,0.13374131280111742,0.5646295043817359,0.2778745503332055,0.22499242022877342,0.10629428649584362,0.22914322643640778,0.1,0.3410171879727683,0.1892310974202882,0.57
24,7,Hombre,R3,Durango,Prepago,501,Plan amigo,11,21,8,0.978764937759106,0.7854281625609231,1.8642615072435689,0.3492258798501186,0.1,0.17548334570886312,0.18658278945628148,0.11234801512903508,0.3833796010715382,0.5
29,7,Mujer,R2,Sonora,Postpago,423,Medio,13,19,13,0.21074300373338892,1.4926101613627507,1.905620421500998,0.37920406161044373,0.2807663639007937,0.322366547164649,0.622688213067506,0.3528263266611368,0.38599792429872887,0.25
19,7,Hombre,R9,Morelos,Prepago,815,Plan amigo,5,41,11,1.1636010466013924,2.366599777988557,2.794225304272776,0.5862057058365097,0.16995011946988456,0.7079481535323555,0.5175406327213423,0.7014816650599623,0.1,0.42
31,12,Hombre,R9,Estado de México,Prepago,395,Plan amigo,1,41,5,0.3832792604941649,0.9492505902231205,0.5071049766947126,0.18083803830169518,0.40551106533154646,0.4531116698404276,0.3599345284289573,0.1264303041194151,0.1,0.45
23,7,Hombre,R2,Sinaloa,Prepago,201,Plan amigo,11,38,2,0.1,0.1,0.35293765155426,0.1,0.1,0.171753787045375,0.1,0.1,0.1,0.58
26,7,Hombre,R4,Nuevo León,Prepago,965,Plan amigo,4,42,18,2.5689490697424833,1.7970343343741602,4.194440425650753,0.7396861220601714,0.5230149518903182,1.694350849385818,0.7450980734001238,1.1203398876791328,0.8149857942693652,0.37
23,7,Mujer,R3,Durango,Prepago,286,Plan amigo,0,47,1,0.1,0.1,0.13161610926034098,0.1,0.1,0.1,0.1,0.1,0.1,0.58
43,50,Hombre,R2,Sonora,Prepago,170,Plan amigo,11,6,1,0.15990766824413494,0.13745345778211582,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.46
28,7,Hombre,R9,Estado de México,Prepago,469,Plan amigo,9,27,5,0.18452354578074837,0.15566142467036953,0.3400050862646053,0.41387747454649254,0.1,0.525713482633183,0.2576506906672761,0.19587057130752553,0.17429804669516175,0.45
20,7,Mujer,R9,Estado de México,Postpago,323,Medio,5,32,8,0.2840469615957482,1.3616068952290197,0.7701414575497685,0.5666693470842034,0.1,0.7567322509052086,0.1,0.5121273337543805,0.13462689929958532,0.3
35,12,Mujer,R7,Veracruz,Postpago,31,Básico,12,70,2,0.2438761705830731,0.25040102082188537,0.17649342816977506,0.12846317650648253,0.34236772146521594,0.1,0.1330938238306892,0.1,0.1,0.43
18,7,Mujer,R1,Baja California Sur,Postpago,262,Básico,11,31,2,0.1223855874831338,0.24338565272725093,0.5265564210086517,0.1,0.1,0.1,0.1,0.1,0.1,0.38
30,12,Hombre,R9,CDMX,Prepago,757,Plan amigo,8,70,10,1.0987695737979588,0.4810144812573679,1.041937344012915,0.38216491066141806,0.9527110579789482,1.2657222224407025,0.5693788867786139,0.1,0.21542926030150242,0.37
16,0,Hombre,R3,Chihuahua,Prepago,866,Plan amigo,0,53,11,0.8030605562598989,2.0088763249991,0.6513208322942046,0.6400285189697582,0.11374609610845562,0.6280852652776276,0.1,0.16487058355820786,0.1,0.49
17,0,Mujer,R7,Guerrero,Postpago,570,Medio,10,26,20,0.8364323368580386,0.7680810433089638,4.2746961490695465,0.157534566664056,0.4631216164199985,0.47518554104928634,1.1385808320392445,1.350078434259644,0.2660507798587825,0.37
30,12,Hombre,R3,Durango,Prepago,484,Plan amigo,10,16,4,0.4608911124058757,0.1,0.8089942811164667,0.2130386512559087,0.1,0.22252799624117464,0.1,0.1,0.1,0.53
34,12,Hombre,R3,Chihuahua,Prepago,68,Plan amigo,14,20,1,0.1,0.10195376713715779,0.1,0.1,0.1,0.11812782953465518,0.1,0.1,0.1,0.63
29,7,Hombre,R9,Querétaro Sur,Prepago,520,Plan amigo,9,44,7,0.2798004642835966,1.1146865131236185,1.0357245263788035,0.25879983244576604,0.15623879155065049,0.44115382073616055,0.14696580975221182,0.29658242976477434,0.23235475360629781,0.45
27,7,Hombre,R1,Baja california Norte,Prepago,691,Plan amigo,11,59,7,0.1,0.842486870927235,0.2530592377837458,0.14149929124057936,0.14863165425513925,0.7350921095682154,0.37405982624188605,0.1,0.1538313550595112,0.37
26,7,Mujer,R9,Estado de México,Postpago,485,Medio,11,14,11,0.9675167844739284,0.5383802448120462,2.5775312275738966,0.7034284868762747,0.36027483866603127,0.1,0.17747749429722565,0.6642564191701417,0.3656618490475137,0.25
16,0,Hombre,R3,Chihuahua,Prepago,709,Plan amigo,14,19,11,1.4278659597078485,0.3168906687625767,2.058649014406644,0.5523457661883046,0.1,0.7206591987561797,0.4194645117669133,0.19420391437019766,0.1698968185638339,0.49
22,7,Mujer,R9,Querétaro Sur,Postpago,985,Premium,13,32,48,4.5918088004359605,5.803171788594752,12.491703557718312,1.5572510618457776,0.5452686970484908,5.678639295293876,2.6411329501096645,0.32391899826870946,1.8109748143552389,0.12
24,7,Hombre,R8,Campeche,Prepago,792,Plan amigo,13,25,11,0.26871892962318,0.24372352005957004,1.0629821891763545,0.2938838861022963,0.32922021456343803,0.9635420470015729,0.6486714072365208,0.5787503359104961,0.2413163366445804,0.42
36,12,Hombre,R9,CDMX,Prepago,199,Plan amigo,14,3,2,0.25883969407759283,0.47975766209950815,0.31512920704921127,0.149293298991673,0.33929064510392715,0.1,0.10432300903937447,0.1,0.1,0.53
31,12,Hombre,R9,Hidalgo,Prepago,967,Plan amigo,13,34,17,0.8065282914166133,2.190961661413922,2.577197573847168,0.48574284557643727,1.9189504974427822,0.751716002251429,0.46254130025535384,0.3906606392626748,0.22871558960269267,0.37
16,0,Hombre,R2,Sonora,Prepago,696,Plan amigo,2,11,8,0.5599581851713619,1.011806371459969,0.8288388140857754,0.1445029069709939,0.1,0.23959693535253423,0.29271075139459074,0.4610156647389639,0.1,0.49
31,12,Mujer,R9,Estado de México,Postpago,967,Premium,11,17,48,1.4513904050786368,8.824369956625539,3.644156132943245,4.399408788228997,6.336260115002046,2.5687686119742406,1.1643490872833746,1.2797610098378227,0.16189634733273076,0.07
25,7,Mujer,R4,Tamaulipas,Postpago,572,Medio,6,30,20,0.5083144659905636,1.1078433082965424,4.738452122505537,0.9177283393339839,0.1,1.668677021537524,0.5545330000997567,0.7825855785113444,0.2558481540979902,0.3
23,7,Mujer,R4,Coahuila,Postpago,885,Premium,3,26,47,3.936697980319873,11.060525308103673,1.9065321336358205,1.3093788342834942,0.4965417986458224,1.6843635717942091,1.184755133112073,2.8095179441359783,2.0725152575890142,0.12
33,12,Mujer,R9,Morelos,Postpago,576,Medio,8,62,24,1.1033312326345803,3.3028988664090546,3.4271719869254595,1.2757378008720117,2.0381960214019794,0.8496361916995575,0.9026001825165317,0.5081861827552208,0.4660948636812201,0.15
36,12,Hombre,R7,Puebla,Prepago,253,Plan amigo,2,37,1,0.14028553233938318,0.1,0.1,0.1,0.1019654093460356,0.12488844597078017,0.1,0.1,0.1,0.53
35,12,Mujer,R2,Sinaloa,Postpago,841,Premium,4,29,49,7.673299131886978,1.8553673405692697,3.0808174562161024,2.0984658132895424,7.715607025656963,6.6535099597287255,3.504043627397898,2.2624215414737465,0.1,0.07
21,7,Hombre,R9,CDMX,Prepago,514,Plan amigo,2,22,7,0.11208400763980281,0.343447492439099,0.8237697096697353,0.49465901540564294,0.22675273714290498,0.2024781745349531,0.27090834743492576,0.4651270777747061,0.1678262723880622,0.5
26,7,Hombre,R7,Puebla,Prepago,140,Plan amigo,6,67,1,0.1,0.11855025761895598,0.125222572640656,0.1,0.1,0.1,0.1,0.1,0.1,0.53
31,12,Hombre,R6,San Luis Potosí,Prepago,494,Plan amigo,4,51,5,0.8618785920634053,0.25456361169752634,0.2627515033656102,0.39399060758012694,0.27909810722100736,0.585080615427906,0.11523525025725684,0.1,0.1,0.45
36,12,Hombre,R1,Baja california Norte,Prepago,828,Plan amigo,8,3,11,0.49547653026643973,2.0433332657856087,1.5803243066556116,0.9807027895590358,1.5789624842270795,0.3728591716365305,0.6442769685426173,0.35144801568435063,0.18242968452981795,0.37
24,7,Hombre,R3,Durango,Prepago,656,Plan amigo,6,12,7,0.8501929231207157,1.0117561404882582,1.053366888131905,0.38858860020486985,0.1,0.19915615077228585,0.26970243252392856,0.14360227281780868,0.1,0.42
27,7,Hombre,R7,Veracruz,Prepago,30,Plan amigo,1,49,2,0.1,0.30452709182723003,0.2428033187489326,0.12916236020159788,0.1,0.12486477240536276,0.1,0.1,0.1,0.63
19,7,Mujer,R7,Veracruz,Postpago,850,Premium,3,61,46,6.39999711900333,10.382058549911255,11.842599386225784,3.576570895793559,0.8045903024828346,3.1316894042594634,2.095630518430038,2.3727262831700178,1.982710449823754,0.12
18,7,Hombre,R9,CDMX,Prepago,176,Plan amigo,8,64,2,0.21174978012659965,0.4790523492863503,0.23516324790569096,0.14181404598314074,0.1,0.17087056372816414,0.1,0.11518488090165421,0.1,0.58
35,12,Hombre,R6,Querétaro Norte,Prepago,283,Plan amigo,11,20,1,0.1,0.15611129151414171,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.53
39,12,Hombre,R3,Durango,Prepago,397,Plan amigo,13,48,5,0.5670256129858395,1.1229717302803657,0.9291656899591132,0.1,0.8944474981408173,0.5175444927290067,0.1,0.1,0.1,0.45
27,7,Hombre,R7,Puebla,Prepago,610,Plan amigo,1,34,7,0.8557559061811428,0.14593046151401676,0.5969687150914497,0.4548093107197796,0.15465319804324137,0.6696647969223903,0.32049099750010085,0.1,0.3022915810279259,0.37
36,12,Mujer,R2,Sinaloa,Postpago,325,Medio,9,29,8,0.4011307852753691,1.1196792528917365,1.1543079388480015,0.17207270156243637,1.4080548090061096,0.6016652839850746,0.1,0.36151471684837794,0.11785919750023363,0.25
31,12,Hombre,R7,Guerrero,Prepago,23,Plan amigo,8,20,2,0.2589289145217424,0.26727875389053235,0.3653663433660733,0.1,0.11417513073312163,0.14544147820104364,0.1,0.1,0.1,0.63
23,7,Mujer,R2,Sinaloa,Postpago,251,Básico,9,41,3,0.13873973367611567,0.1,0.664657461869961,0.2129119494468971,0.1,0.2135772402832108,0.1,0.1398350454900748,0.1,0.38
31,12,Mujer,R9,Estado de México,Postpago,786,Premium,4,51,38,3.5755026390784734,6.091477061427972,7.581283536358346,1.5415721901379533,5.3409742558308935,3.417307199327446,2.5496181315654853,0.7997981550426145,0.3324139532998874,0.07
40,0,Hombre,R5,Jalisco,Prepago,355,Plan amigo,1,46,4,0.6441594231224645,0.10812298366182704,0.16758118086171697,0.1,0.6145698908193424,0.1,0.25081344339760653,0.1,0.1,0.65
28,7,Hombre,R6,San Luis Potosí,Prepago,574,Plan amigo,3,56,8,0.5086488945383874,0.4627471071527038,1.558657091937645,0.4708938330388567,0.15024741092486393,0.1003054947939443,0.3259457043565064,0.49108005006632816,0.28376422099378223,0.45
41,50,Mujer,R2,Sonora,Postpago,907,Premium,11,36,49,12.36702264806697,2.238594397870905,4.216173610267821,2.1601976571560195,0.9311312412298536,2.5102666775269697,5.5607151240784205,0.7979406774852819,0.8310621139916374,0.05
16,0,Mujer,R4,Coahuila,Postpago,349,Medio,14,38,8,0.34747564799657665,0.9641344291966301,2.1711416183071797,0.1386276499357486,0.24122172238404124,0.32500731659981474,0.3942466039042358,0.5331377958305872,0.17881380372276437,0.37
35,12,Mujer,R3,Chihuahua,Postpago,101,Básico,11,20,3,0.2199855296691875,0.5870927263487148,0.3634312472630574,0.20317990422690735,0.3499059354284344,0.1,0.1847097366343756,0.1,0.1,0.33
29,7,Mujer,R5,Michocán,Postpago,376,Medio,6,40,8,0.3462142525370933,1.4431147041065453,0.7976280814256461,0.24411500826568103,0.10252849802788365,0.7341114596073706,0.2814531728502881,0.5130752402636144,0.13576238256272968,0.25
26,7,Hombre,R4,Tamaulipas,Prepago,965,Plan amigo,11,61,17,1.7442645143952493,3.139228267517125,1.061054858022601,0.6291054954358444,0.3165853527729548,0.8132287903588887,0.3746511913626195,0.865766086902906,0.2188038484574665,0.37
29,7,Hombre,R1,Baja California Sur,Prepago,464,Plan amigo,12,11,5,0.5247105808087584,1.1272494999576181,0.8912765296488514,0.2676822208018738,0.1,0.5241070660259838,0.1,0.23065719161759776,0.23532112602283572,0.45
16,0,Hombre,R6,Querétaro Norte,Prepago,437,Plan amigo,7,53,4,0.3585421980679414,0.7133397007680822,0.578757972410602,0.1,0.11679735257142755,0.1,0.17294735367087932,0.1,0.16732509839453935,0.65
26,7,Mujer,R8,Chiapas,Postpago,518,Medio,14,37,23,0.7080845139669095,3.017526744520023,4.305650536871468,0.9538458785757367,0.31854202456882,1.389089626962183,0.49310349099893247,0.787561899648182,0.4434239459243708,0.15
31,12,Mujer,R4,Tamaulipas,Postpago,785,Premium,2,7,36,3.856406772571214,2.4946204443435467,7.693673812943937,1.8460061216295127,1.6062922442029541,2.653839761106291,2.2688314813464547,0.1503699959510252,0.6055924416481175,0.07
40,0,Hombre,R2,Sinaloa,Prepago,952,Plan amigo,13,16,18,1.873054617504838,0.9716578333003864,3.2256585029496954,0.7101371189647963,1.1044573351380944,2.1762004641402153,0.8587598958734375,0.7819561250753783,0.28276910932022753,0.49
24,7,Hombre,R6,Zacatecas,Prepago,44,Plan amigo,0,32,2,0.21833178645215254,0.40672776152430656,0.1,0.13288447675071882,0.1,0.1,0.1,0.1,0.1,0.68
22,7,Hombre,R5,Jalisco,Prepago,215,Plan amigo,3,6,2,0.16609966069575094,0.4592009447607092,0.1425558080801911,0.10622604535519534,0.1,0.15355055657893724,0.1,0.10667770186188998,0.1,0.58
24,7,Hombre,R9,Estado de México,Prepago,90,Plan amigo,1,41,2,0.24863430127519554,0.1,0.23222960796054626,0.11894081119241753,0.1,0.1,0.1,0.1,0.1,0.68
35,12,Mujer,R3,Chihuahua,Postpago,941,Premium,7,66,46,6.809776728342809,4.935893231806795,0.9077285020232614,0.5337138575735217,7.169053954192839,6.380418447821412,2.348810940851883,0.8980901804814453,1.0407337653948872,0.07
31,12,Mujer,R6,Zacatecas,Postpago,571,Medio,3,27,23,2.8370711257558425,4.7180064454749875,3.882303963358804,0.9285303019441583,2.1257053040874347,0.7961717155826691,0.5617369936411984,0.8753806813896319,0.49737766749817736,0.15
24,7,Mujer,R2,Sinaloa,Postpago,881,Premium,1,30,49,5.241406563364497,5.889746494503262,2.166907169853336,0.4931712397199587,0.7338896095786025,2.9374535925969347,1.8674269873532867,0.2565686960231044,2.3294396891516356,0.12
32,12,Hombre,R1,Baja california Norte,Prepago,397,Plan amigo,13,68,4,0.2925669296475168,0.8238928187658048,0.48899715144858197,0.1,0.5839640513031986,0.4200030354769253,0.16097481962897645,0.10500791396701337,0.1,0.53
29,7,Hombre,R9,Estado de México,Prepago,11,Plan amigo,5,24,2,0.19549219737665732,0.44023782977792636,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.63
36,12,Mujer,R1,Baja california Norte,Postpago,399,Medio,5,33,11,0.9003778901147637,0.9151789834443442,0.2660277803381139,0.8039632937683281,1.5107807181349309,1.097200934132384,0.5285740961780233,0.1553038027321569,0.1,0.25
22,7,Mujer,R4,Coahuila,Postpago,575,Medio,9,25,23,2.7207010348522704,2.8983457359049,2.436037561724862,0.31260361430672395,0.10367124544859295,1.0826806753443767,1.1285013394198193,1.530379426970368,0.9976126060973018,0.2
25,7,Hombre,R3,Durango,Prepago,115,Plan amigo,3,50,2,0.2664962243807072,0.4386609537219456,0.3352458608962216,0.1,0.1,0.1,0.1,0.1,0.1,0.58
25,7,Mujer,R6,San Luis Potosí,Postpago,781,Premium,5,22,36,1.902730215525276,1.8191143841787534,5.287987991890334,2.6681157907472555,0.7765407333474864,3.8294491629387504,0.5388783251195409,0.5767431951886426,1.043490788326412,0.12
16,0,Hombre,R9,Estado de México,Prepago,831,Plan amigo,12,40,11,0.7905854480460098,1.8026653890181017,2.667450516362487,0.7095274117704369,0.3746597297842041,0.5786518960814382,0.17113423322487936,0.46003462344947704,0.1,0.49
30,12,Hombre,R1,Baja California Sur,Prepago,486,Plan amigo,14,57,5,0.3026349435985704,0.3128346218947218,0.47173622653145747,0.1,0.1,0.48936557111138124,0.22904365670537438,0.17467240167266007,0.1,0.45
30,12,Hombre,R3,Chihuahua,Prepago,712,Plan amigo,1,70,11,0.34321657075112466,0.8932183637095926,0.44563821011502136,0.9012335994590638,1.5122779550970067,0.4035375211143295,0.30509579057012914,0.5115478681878047,0.1640008657815461,0.37
28,7,Hombre,R9,CDMX,Prepago,411,Plan amigo,9,3,4,0.46910124910910206,0.30107356715278133,0.3152592706008218,0.26823634888627756,0.10178125798310554,0.3370781122868701,0.1397901463297394,0.1706898585383363,0.14463699295088067,0.53
26,7,Hombre,R7,Puebla,Prepago,739,Plan amigo,11,9,11,0.5047716680895751,1.045221499871539,2.9046412532017696,0.32796534935288485,0.22831601758178888,0.9536518196562347,0.6599536933292367,0.3745673522413493,0.24616416960077225,0.37
17,0,Hombre,R9,Querétaro Sur,Prepago,565,Plan amigo,1,59,7,0.8599071473711942,1.3750288784554656,1.572908728199715,0.29342042501007504,0.1,0.5332446983465213,0.3714795309076032,0.44932891634131905,0.1,0.57
25,7,Mujer,R2,Sonora,Postpago,171,Básico,9,14,2,0.13434055628897487,0.24019543637703974,0.5874646058133017,0.11751008879003726,0.1,0.1,0.1,0.1,0.1,0.38
25,7,Hombre,R2,Sonora,Prepago,211,Plan amigo,13,7,1,0.11073850798065665,0.11915405181943202,0.14017901827167592,0.1,0.1,0.1,0.1,0.1,0.1,0.58
22,7,Hombre,R9,Estado de México,Prepago,967,Plan amigo,3,52,18,0.645012875496319,0.8657694374495276,0.49118893107835987,0.4353129773860413,0.5114304093888236,0.6279174522285259,0.8069361098636352,0.39110823778843307,0.3763638703474216,0.42
27,7,Mujer,R8,Campeche,Postpago,279,Básico,13,44,1,0.14173701176409328,0.1,0.12538377564351494,0.1,0.1,0.1,0.1,0.1,0.1,0.33
31,12,Hombre,R8,Campeche,Prepago,872,Plan amigo,14,14,11,1.1377734723879398,0.255331984023198,1.5309222171861183,0.12499310350863768,1.2710264860109979,1.118348276999568,0.19898983033486958,0.4389737820900887,0.24209137641984554,0.37
43,50,Hombre,R4,Tamaulipas,Prepago,825,Plan amigo,14,20,11,2.724307849470564,0.6958417835119277,0.6485953530664172,1.2150522638035925,0.9661178854131022,0.5491371385155018,0.1,0.1,0.5119823827688039,0.3
29,7,Mujer,R2,Sonora,Postpago,280,Básico,7,68,1,0.11193855503788507,0.19273089007891378,0.28040751460868546,0.1,0.1,0.10921719108186645,0.1,0.1,0.1,0.33
30,12,Hombre,R4,Tamaulipas,Prepago,465,Plan amigo,13,19,5,0.12988268855526608,0.3994953013745168,0.5965351941724955,0.41385285227435764,0.6543323312763258,0.46590548449771496,0.19066705102031534,0.1,0.1,0.45
27,7,Hombre,R9,Querétaro Sur,Prepago,471,Plan amigo,6,70,4,0.2583192761827329,0.1,0.31638259597887264,0.15802678667366613,0.1,0.1,0.14794947438966524,0.16695512797334988,0.1,0.53
16,0,Hombre,R8,Tabasco,Prepago,736,Plan amigo,11,64,11,1.4999722567575133,0.42087916733491937,2.852889185810995,0.1,0.3524910927287735,0.11229471007571308,0.5108122116455435,0.32016184771314693,0.3989932391071784,0.49
28,7,Hombre,R2,Sonora,Prepago,261,Plan amigo,8,43,1,0.1,0.1,0.23490187471070192,0.1,0.1,0.1,0.1,0.1,0.1,0.53
28,7,Mujer,R6,San Luis Potosí,Postpago,711,Premium,13,36,39,1.5130509804237056,7.255418638755692,9.344498176292891,3.0396321829388735,0.5865267607088841,2.5233075762843233,0.9490725191758215,0.8609600387080656,1.4370047903985095,0.07
48,50,Mujer,R3,Durango,Postpago,305,Medio,7,47,6,0.6906150996284851,0.5035746375282908,0.25541495833867733,0.5269083436346133,1.3295173214927536,0.24803003659927877,0.36490350457532433,0.11432516742090591,0.2393663649050382,0.18
26,7,Mujer,R2,Sinaloa,Postpago,734,Premium,4,60,35,0.6211111198821947,1.3100025175237184,1.0715860519216065,1.4495039991101415,1.0552036387826227,1.5072860238572998,0.892953958861264,2.3070901588812784,1.4242646022565149,0.07
30,12,Mujer,R6,Guanajuato,Postpago,729,Premium,12,53,38,4.701667149450262,2.879033793169243,1.4438313905796276,0.2978770794612512,1.139156133906623,1.8591485568762,1.5914511063566,0.23055374087766342,0.1767570849046638,0.07
28,7,Mujer,R3,Chihuahua,Postpago,758,Premium,1,36,38,1.2896153628271163,5.987431575473902,7.312003461148523,1.853641252007918,0.4110402190517756,1.8834854058269235,0.3577557163667172,0.7606897977565689,1.649853377546921,0.07
19,7,Hombre,R1,Baja California Sur,Prepago,347,Plan amigo,14,46,5,0.7063528536048768,0.8053787359171299,1.383552608832788,0.27995482495735863,0.1,0.598187047592389,0.1,0.25336764528554034,0.1,0.5
37,12,Mujer,R6,Aguacalientes,Postpago,888,Premium,4,17,49,3.8147885214500956,7.873773612375097,5.017396631401253,1.4135974171312253,3.341161010382369,2.7196992788092698,3.394061752764646,1.9099152925551595,0.5817031315757895,0.07
34,12,Hombre,R2,Sonora,Prepago,62,Plan amigo,7,52,1,0.1,0.19766760869883493,0.1,0.1,0.1,0.12791879752250745,0.1,0.1,0.1,0.63
34,12,Mujer,R4,Tamaulipas,Postpago,801,Premium,9,34,49,2.86341157428313,7.026357887530201,5.167047825974754,2.223244460524382,1.5097614930489285,1.399296840109347,2.9388475398169875,2.101489785517493,0.33598864569485065,0.07
21,7,Mujer,R9,Querétaro Sur,Postpago,931,Premium,8,69,49,1.217605478841519,1.3703013911531885,9.325843260538823,3.022500901140789,0.7313943662241575,4.122061160788629,2.1523589898953395,3.31509506418373,0.2992106097756274,0.12
39,12,Hombre,R8,Campeche,Prepago,226,Plan amigo,11,5,1,0.1,0.1,0.18938757696055986,0.1,0.10853986786446894,0.1,0.1,0.1,0.1,0.53
17,0,Hombre,R9,Estado de México,Prepago,773,Plan amigo,11,53,10,0.4428109935853456,0.32343009516501886,2.246134445189238,0.2904788859378425,0.17599772347982898,0.22298663118018197,0.48942704990096453,0.4280374212929666,0.43591036054201854,0.49
33,12,Hombre,R9,Estado de México,Prepago,197,Plan amigo,11,69,1,0.1,0.22687935048720506,0.19420063000327528,0.1,0.16889409760917704,0.1,0.1,0.1,0.1,0.53
46,50,Hombre,R7,Guerrero,Prepago,389,Plan amigo,12,50,4,0.8885548463204053,0.5678048958426932,0.1,0.23098326439600012,0.2224694380361484,0.16431652614335174,0.10275997484495213,0.1,0.1,0.46
